0,1,2,3,4,5,6,7,8,9,10
3 + 1,184,134,8,Sıfır Bina,Yerden Isıtma,15,Uygun değil,Güney,Kağıthane,"38,250"
2 + 1,68,58,2,16,Kombi,5,Uygun değil,20,Şişli,"8,000"
1 + 0,25,20,4,2,Kombi,6,Eşyalı,Boş,Beykoz,"8,000"
1 + 0,50,40,Bahçe Katı,5,Kombi,4,Eşyalı,Boş,Şişli,"13,000"
4 + 1,202,180,15,3,Kombi,18,Eşyalı Değil,Boş,Başakşehir,"15,000"
2 + 1,101,75,4,1,Merkezi (Pay Ölçer),17,Eşyalı,Boş,Kağıthane,"40,000"
2 + 1,90,85,3,20,Kombi,6,Eşyalı Değil,Boş,Şişli,"9,000"
2 + 1,70,65,3,28,Kombi,4,1,Doğalgaz,Kağıthane,"6,000"
3 + 1,135,120,Ara Kat,12,Kombi,4,2,30.000,Üsküdar,"13,000"
3 + 1,135,120,2,21,Kombi,5,Eşyalı,Boş,Ataşehir,"10,000"
1 + 0,30,28,Yüksek Giriş,30,Kombi,5,Eşyalı,Doğalgaz,Beyoğlu,"14,500"
2 + 1,120,100,3,23,Kombi,4,Eşyalı Değil,Boş,Bayrampaşa,"7,000"
1 + 1,80,60,1,4,Kombi,5,Eşyalı,Mülk Sahibi,Şişli,"15,000"
1 + 1,79,62,2,5,Merkezi (Pay Ölçer),14,Uygun değil,645,Esenyurt,"5,000"
3 + 1,100,90,Bahçe Katı,30,Merkezi,7,Eşyalı Değil,"Doğu, Batı",Beşiktaş,"13,950"
1 + 0,90,80,2,26,Kombi,4,Uygun değil,Kağıthane,"5,500",
5 + 1,160,150,Yüksek Giriş,20,Kombi,2,Eşyalı,Boş,Beykoz,"3,500"
3 + 1,145,130,5,22,Kombi,14,Eşyalı Değil,Boş,Beylikdüzü,"8,750"
2 + 1,90,80,Giriş Katı,18,Kombi,3,Eşyalı Değil,Boş,Büyükçekmece,"5,000"
2 + 1,110,100,2,15,Kombi,5,1,50,Kağıthane,"9,500"
2 + 1,80,60,4,31,Kombi,4,Uygun değil,Kadıköy,"10,000",
1 + 0,17,15,Zemin,4,Merkezi,5,Eşyalı,Doğalgaz,Beyoğlu,"19,100"
2 + 1,155,135,Ara Kat,Sıfır Bina,Kombi,5,Eşyalı Değil,Boş,Sarıyer,"25,000"
3 + 1,130,125,3,45,Merkezi,4,Eşyalı Değil,Boş,Kadıköy,"17,000"
3 + 1,150,120,2,2,Merkezi (Pay Ölçer),15,Eşyalı Değil,Boş,Sancaktepe,"10,500"
4 + 1,210,200,5,19,Kombi,5,Eşyalı,Mülk Sahibi,Eyüpsultan,"23,000"
3 + 1,130,110,Giriş Katı,16,Kombi,4,Eşyalı,Belirtilmemiş,Üsküdar,"10,000"
3 + 1,125,115,3,8,Kombi,4,1,Güney,Kağıthane,"13,500"
2 + 1,85,80,1,Sıfır Bina,Kombi,4,Eşyalı Değil,Boş,Fatih,"12,000"
2 + 1,100,80,1,45,Merkezi (Pay Ölçer),5,Eşyalı,Belirtilmemiş,Kadıköy,"20,000"
6 + 6,110,95,2,20,Kat Kaloriferi,4,Eşyalı,Boş,Kağıthane,"3,000"
2 + 1,60,50,4,35,Kombi,6,Eşyalı Değil,Boş,Beşiktaş,"10,500"
1 + 1,60,50,Bahçe Katı,25,Kombi,6,Eşyalı Değil,Boş,Beşiktaş,"9,500"
1 + 1,75,70,Yarı Bodrum,50,Soba,2,Eşyalı Değil,Boş,Sarıyer,"3,650"
3 + 1,125,120,Ara Kat,5,Kombi,6,Eşyalı Değil,Boş,Esenyurt,"6,000"
1 + 0,20,17,Kot 1,10,Klima,4,Eşyalı,Boş,Fatih,"17,000"
3 + 1,138,123,5,9,Kombi,15,Eşyalı Değil,Boş,Ümraniye,"10,000"
2 + 1,115,100,En Üst Kat,40,Kombi,4,Eşyalı,Boş,Şile,"7,000"
2 + 1,70,60,2,30,Isıtma Yok,3,Eşyalı,Batı,Büyükçekmece,"25,000"
3 + 1,170,150,Ara Kat,5,Merkezi,18,Eşyalı Değil,Boş,Esenyurt,"11,000"
2 + 1,80,65,Ara Kat,25,Kombi,4,Eşyalı Değil,Boş,Silivri,"4,250"
2 + 1,170,150,2,20,Kombi,3,Eşyalı Değil,Boş,Sarıyer,"22,000"
4 + 1,290,189,Ara Kat,22,Kombi,4,Eşyalı Değil,Boş,Sarıyer,"38,000"
2 + 1,114,85,21 ve üzeri,7,Merkezi (Pay Ölçer),42,Eşyalı,Mülk Sahibi,Sarıyer,"40,000"
3 + 1,160,150,2,16,Kombi,3,Uygun değil,"Kuzey, Güney, Doğu, Batı",Sarıyer,"12,500"
2 + 1,115,100,4,Sıfır Bina,Kombi,4,Eşyalı Değil,Boş,Eyüpsultan,"13,000"
2 + 1,80,79,1,Sıfır Bina,Kombi,4,Uygun değil,Marmara Konakları,Beylikdüzü,"10,000"
2 + 1,85,75,2,30,Kombi,4,Eşyalı Değil,Şişli,"16,500",
3 + 1,110,100,Giriş Katı,17,Kombi,5,Eşyalı,Mülk Sahibi,Kağıthane,"15,000"
3 + 1,120,100,Giriş Katı,5,Kombi,6,Eşyalı Değil,Boş,Esenyurt,"4,500"
3 + 1,110,90,Ara Kat,25,Kombi,3,Eşyalı,Boş,Beşiktaş,"15,000"
1 + 1,60,55,Ara Kat,Sıfır Bina,Merkezi (Pay Ölçer),3,Eşyalı Değil,Kiracılı,Küçükçekmece,"12,000"
2 + 1,90,80,Ara Kat,35,Klima,5,Eşyalı Değil,Boş,Bakırköy,"6,500"
2 + 1,105,90,1,1,Kombi,4,Eşyalı Değil,Boş,Beylikdüzü,"8,500"
2 + 1,85,80,Kot 1,2,Kombi,5,Eşyalı,Boş,Şişli,"11,000"
4 + 1,240,210,1,20,Kombi,3,Eşyalı,Boş,Bakırköy,"30,000"
4 + 2,190,180,6,Sıfır Bina,Kombi,6,Uygun değil,Eyüpsultan,"10,000",
3 + 1,170,155,3,16,Kombi,9,Uygun değil,Boş,Esenyurt,"7,000"
1 + 1,57,50,16,5,Merkezi (Pay Ölçer),23,Eşyalı Değil,Doğalgaz,Küçükçekmece,"7,000"
1 + 0,30,25,4,2,Kombi,6,Eşyalı,Boş,Beykoz,"8,000"
2 + 1,85,80,1,50,Kombi,6,Eşyalı Değil,Kiracılı,Beyoğlu,"10,000"
3 + 1,100,90,Giriş Katı,20,Kombi,6,Eşyalı Değil,Mülk Sahibi,Kadıköy,"25,000"
3 + 1,170,150,Teras Katı,18,Kombi,3,Eşyalı Değil,Boş,Bakırköy,"20,000"
1 + 1,60,55,3,30,Kombi,7,Eşyalı,Boş,Şişli,"16,000"
4 + 2,180,150,4,15,Kombi,4,Eşyalı,Mülk Sahibi,Şişli,"35,000"
2 + 1,85,70,2,31,Kombi,4,Eşyalı Değil,Boş,Üsküdar,"8,100"
1 + 0,60,50,Bahçe Katı,4,Merkezi (Pay Ölçer),60,Eşyalı,Boş,Sarıyer,"29,000"
3 + 1,160,150,4,15,Kombi,6,Eşyalı Değil,Mülk Sahibi,Kartal,"10,500"
1 + 1,12,10,Ara Kat,27,Kombi,5,Eşyalı,7.000,Zeytinburnu,"3,500"
3 + 1,155,130,1,9,Yerden Isıtma,5,Eşyalı Değil,Mülk Sahibi,Sancaktepe,"16,750"
3 + 1,190,180,3,17,Kombi,7,Eşyalı,Boş,Şişli,"25,000"
3 + 1,130,120,2,17,Kombi,6,Uygun değil,İkinci El,Şişli,"14,000"
4 + 1,200,190,1,30,Merkezi,7,Eşyalı Değil,Kiracılı,Şişli,"22,500"
1 + 1,88,55,16,5,Merkezi (Pay Ölçer),18,Eşyalı,Boş,Gaziosmanpaşa,"12,000"
2 + 1,120,100,1,40,Kat Kaloriferi,2,Eşyalı,Boş,Adalar,"13,000"
2 + 1,105,100,3,38,Kombi,4,Eşyalı Değil,Boş,Fatih,"9,000"
1 + 1,75,70,3,4,Kombi,4,Eşyalı Değil,Bağcılar,"7,000",
1 + 1,80,65,2,Sıfır Bina,Kombi,4,Eşyalı Değil,Boş,Küçükçekmece,"7,500"
1 + 1,75,70,1,30,Kombi,5,1,Evet,Beyoğlu,"9,000"
2 + 1,80,75,Bahçe Katı,15,Kombi,Eşyalı Değil,1,3.500,Büyükçekmece,"3,500"
3 + 1,135,115,1,Sıfır Bina,Kombi,6,Eşyalı Değil,Boş,Esenyurt,"6,000"
1 + 0,50,30,4,6,Kombi,27,Eşyalı,Boş,Esenyurt,"5,000"
3 + 1,150,135,5,25,Merkezi,8,Eşyalı Değil,Boş,Şişli,"17,500"
1 + 1,62,52,12,4,Kombi,23,Eşyalı,2.000,Kadıköy,"26,990"
2 + 1,120,95,Ara Kat,4,Kombi,5,Eşyalı Değil,Boş,Eyüpsultan,"15,000"
3 + 1,130,120,Yüksek Giriş,20,Kombi,5,Eşyalı,Doğalgaz,Şişli,"35,000"
2 + 1,95,90,Ara Kat,15,Kombi,5,Eşyalı Değil,Boş,Pendik,"5,500"
3 + 1,110,100,1,8,Kombi,3,Eşyalı,Boş,Eyüpsultan,"12,000"
2 + 1,105,90,5,5,Merkezi (Pay Ölçer),12,1,Sancaktepe,"12,000",
3 + 1,135,120,2,17,Kombi,3,Eşyalı,Kiracılı,Pendik,"10,000"
3 + 1,200,180,2,30,Kombi,4,Eşyalı,Boş,Büyükçekmece,"6,000"
3 + 1,160,150,2,27,Merkezi,8,Eşyalı,Boş,Kadıköy,"26,500"
2 + 1,80,75,6,22,Kombi,6,Eşyalı Değil,Boş,Küçükçekmece,"5,250"
1 + 1,60,50,Giriş Katı,30,Isıtma Yok,4,Eşyalı,10.000,Büyükçekmece,"4,500"
2 + 1,120,85,10,2,Kombi,10,2,Kuzey,Pendik,"7,500"
2 + 1,110,95,3,4,Kombi,3,Eşyalı Değil,Boş,Sancaktepe,"6,250"
3 + 1,130,120,Giriş Katı,35,Kombi,4,Eşyalı Değil,Boş,Üsküdar,"22,000"
3 + 1,100,99,1,26,Kombi,7,Eşyalı Değil,Boş,Üsküdar,"8,500"
1 + 0,34,12,2,28,Merkezi,9,Eşyalı,Şişli,"4,000",
3 + 1,100,99,1,26,Kombi,7,Eşyalı Değil,Boş,Üsküdar,"8,500"
2 + 1,92,75,7,Sıfır Bina,Kombi,14,Eşyalı Değil,Boş,Zeytinburnu,"17,000"
3 + 1,130,120,2,30,Kombi,2,Eşyalı Değil,Boş,Sarıyer,"8,500"
2 + 1,80,70,Ara Kat,Sıfır Bina,Kombi,6,Eşyalı Değil,Boş,Esenyurt,"6,000"
1 + 1,65,55,4,Sıfır Bina,Kombi,7,Uygun değil,Batı,Kağıthane,"15,000"
52 + 1,250,245,6,21,Merkezi,6,Eşyalı Değil,Boş,Güngören,"15,500"
2 + 1,90,80,Bahçe Katı,40,Kombi,5,Eşyalı Değil,Boş,Fatih,"7,750"
6 + 2,240,200,4,Sıfır Bina,Kombi,4,Eşyalı Değil,Boş,Avcılar,"15,000"
3 + 1,130,120,1,80,Kombi,5,2,Doğalgaz,Beyoğlu,"22,000"
2 + 1,87,75,2,25,Kombi,10,Eşyalı Değil,356,Başakşehir,"8,000"
3 + 1,100,95,Yüksek Giriş,35,Kombi,5,Eşyalı,Boş,Fatih,"18,000"
4 + 1,175,170,1,20,Kombi,4,Eşyalı Değil,Boş,Silivri,"6,500"
2 + 1,80,75,Çatı Katı,25,Soba,5,Eşyalı Değil,Boş,Zeytinburnu,"3,500"
1 + 1,60,55,2,40,Isıtma Yok,2,Eşyalı Değil,Boş,Fatih,"6,000"
3 + 1,20,10,Ara Kat,30,Kombi,5,Eşyalı,Kiracılı,Üsküdar,"3,500"
2 + 1,110,85,1,20,Kombi,4,Eşyalı Değil,Boş,Silivri,"5,000"
2 + 1,130,120,2,20,Kombi,4,Eşyalı,Boş,Sarıyer,"8,500"
2 + 1,85,70,Ara Kat,25,Kombi,6,Eşyalı Değil,Boş,Şişli,"8,000"
1 + 1,65,50,5,15,Kombi,6,Eşyalı,Boş,Şişli,"11,500"
1 + 0,45,35,11,5,Yerden Isıtma,12,Eşyalı,Boş,Ataşehir,"8,500"
2 + 1,105,100,1,30,Soba,3,Eşyalı,Evet,Silivri,"5,000"
1 + 1,95,65,21 ve üzeri,2,Merkezi,48,Eşyalı,Boş,Şişli,"40,000"
2 + 1,100,90,Ara Kat,25,Kombi,5,Eşyalı,Boş,Silivri,"5,000"
1 + 1,85,55,Ara Kat,9,Merkezi (Pay Ölçer),33,Eşyalı,Kiracılı,Sarıyer,"17,500"
3 + 1,115,110,Yüksek Giriş,20,Soba,4,Eşyalı Değil,Boş,Eyüpsultan,"3,500"
2 + 1,125,105,2,21,Merkezi,6,Eşyalı Değil,Evet,Beşiktaş,"20,000"
3 + 1,160,120,4,23,Merkezi,8,Eşyalı,Boş,Kadıköy,"15,000"
2 + 1,70,65,2,6,Kombi,6,Eşyalı,Mülk Sahibi,Şişli,"10,000"
4 + 2,220,180,2,21,Kombi,4,Eşyalı,Boş,Beyoğlu,"35,000"
1 + 1,45,40,1,16,Kombi,9,Uygun değil,Kuzey,Şişli,"9,000"
2 + 1,85,75,Yüksek Giriş,7,Kombi,4,Eşyalı Değil,Boş,Beyoğlu,"8,500"
1 + 1,60,55,Bahçe Katı,4,Kombi,4,Eşyalı,Boş,Eyüpsultan,"9,000"
1 + 1,75,60,Çatı Katı,Sıfır Bina,Kombi,5,Eşyalı,Boş,Eyüpsultan,"11,000"
1 + 1,65,55,1,4,Kombi,5,Eşyalı,9.250,Ataşehir,"9,250"
3 + 1,130,120,8,25,Merkezi (Pay Ölçer),10,Eşyalı Değil,Boş,Beşiktaş,"15,200"
3 + 1,129,117,2,29,Merkezi,5,Eşyalı Değil,Boş,Beşiktaş,"20,000"
1 + 0,60,55,7,10,Kombi,5,Eşyalı,50,Ataşehir,"9,000"
4 + 1,240,210,1,16,Kombi,3,Eşyalı,Boş,Bakırköy,"30,000"
2 + 1,85,65,Bahçe Katı,2,Kombi,3,Uygun değil,Evet (Site Adı Belirtilmemiş),Şile,"6,500"
1 + 1,66,55,6,8,Yerden Isıtma,19,Eşyalı,Mülk Sahibi,Bakırköy,"30,000"
1 + 1,65,55,Yüksek Giriş,40,Kombi,6,Eşyalı,Boş,Beyoğlu,"18,000"
3 + 1,155,145,3,7,Kombi,7,Eşyalı Değil,Boş,Esenyurt,"13,000"
1 + 0,25,20,4,2,Kombi,6,Eşyalı,Boş,Beykoz,"8,000"
2 + 1,110,90,12,8,Merkezi (Pay Ölçer),13,Eşyalı,Boş,Esenyurt,"9,500"
2 + 1,105,85,6,4,Merkezi,20,Eşyalı Değil,Boş,Başakşehir,"15,000"
2 + 1,125,90,8,1,Merkezi (Pay Ölçer),13,Eşyalı,Boş,Kağıthane,"35,000"
3 + 1,156,145,1,15,Kombi,5,Eşyalı Değil,Boş,Başakşehir,"7,500"
2 + 1,115,90,4,Sıfır Bina,Kombi,4,Eşyalı Değil,Boş,Eyüpsultan,"12,000"
3 + 1,117,90,21 ve üzeri,7,Merkezi (Pay Ölçer),30,Eşyalı,Boş,Sarıyer,"30,000"
2 + 1,75,65,6,28,Merkezi,9,Eşyalı,Boş,Şişli,"17,000"
1 + 1,80,60,4,4,Kombi,20,Eşyalı Değil,Kiracılı,Sarıyer,"20,000"
3 + 1,120,115,En Üst Kat,16,Kombi,5,Eşyalı Değil,Boş,Çekmeköy,"7,000"
3 + 1,130,110,1,21,Kombi,6,Eşyalı,Boş,Şişli,"26,000"
3 + 1,125,120,4,40,Kombi,4,Eşyalı Değil,Kiracılı,Bakırköy,"8,500"
2 + 1,90,70,1,40,Kombi,4,Eşyalı Değil,Boş,Fatih,"8,000"
3 + 1,105,85,5,2,Kombi,6,Eşyalı Değil,Boş,Esenyurt,"4,000"
3 + 1,125,115,2,31,Merkezi,5,Eşyalı Değil,Boş,Şişli,"15,500"
2 + 1,150,140,5,27,Kombi,5,Eşyalı,Boş,Zeytinburnu,"10,000"
2 + 1,75,70,4,28,Kombi,4,Eşyalı Değil,Boş,Üsküdar,"8,500"
1 + 1,65,60,2,1,Kombi,6,Eşyalı,Boş,Şişli,"18,500"
3 + 1,125,100,3,5,Kombi,5,Eşyalı Değil,Boş,Sancaktepe,"6,500"
2 + 1,105,95,Ara Kat,10,Kombi,5,Eşyalı Değil,Boş,Avcılar,"6,000"
4 + 1,280,225,12,8,Merkezi (Pay Ölçer),19,Eşyalı Değil,Başakşehir,"30,000",
2 + 1,80,70,4,25,Kombi,5,Eşyalı Değil,Kiracılı,Zeytinburnu,"6,000"
3 + 1,125,110,2,26,Kombi,2,Uygun değil,Maltepe,"12,000",
3 + 1,150,120,Bahçe Katı,8,Merkezi (Pay Ölçer),11,Eşyalı Değil,Boş,Tuzla,"11,500"
2 + 1,137,95,11,5,Merkezi (Pay Ölçer),18,Eşyalı Değil,Boş,Başakşehir,"12,750"
2 + 1,90,80,2,35,Kombi,3,Eşyalı Değil,Boş,Adalar,"8,000"
1 + 0,25,20,3,20,Kombi,5,Eşyalı,5.000,Beyoğlu,"5,000"
3 + 1,125,115,Giriş Katı,15,Kombi,4,Eşyalı Değil,Boş,Adalar,"13,000"
2 + 1,80,69,2,Sıfır Bina,Merkezi (Pay Ölçer),7,Eşyalı Değil,Boş,Silivri,"3,500"
3 + 1,130,120,1,25,Kombi,5,Eşyalı Değil,Boş,Bahçelievler,"8,800"
1 + 1,65,60,3,20,Kombi,6,Eşyalı Değil,Boş,Şişli,"8,000"
2 + 1,80,70,4,Sıfır Bina,Kombi,8,Uygun değil,Sultanbeyli,"5,000",
3 + 1,160,150,Giriş Katı,31,Merkezi,5,Eşyalı Değil,Boş,Beşiktaş,"35,000"
1 + 1,70,65,Bahçe Katı,1,Kombi,4,Eşyalı Değil,Boş,Bakırköy,"15,000"
2 + 1,75,65,1,40,Kombi,4,Eşyalı Değil,Boş,Kadıköy,"12,000"
4 + 1,160,121,2,50,Kombi,4,2,Evet,Sarıyer,"21,000"
2 + 1,100,87,7,5,Merkezi (Pay Ölçer),32,Eşyalı,Evet,Sarıyer,"35,520"
1 + 1,90,85,5,6,Kombi,5,Eşyalı Değil,Boş,Büyükçekmece,"5,500"
2 + 1,95,90,5,9,Kombi,6,Eşyalı Değil,Boş,Şişli,"10,000"
3 + 1,160,133,15,20,Merkezi (Pay Ölçer),24,Eşyalı Değil,Boş,Ataşehir,"15,500"
2 + 1,90,80,En Üst Kat,35,Kombi,4,Eşyalı Değil,Boş,Fatih,"7,000"
3 + 1,125,100,2,2,Yerden Isıtma,4,Eşyalı,Boş,Üsküdar,"27,500"
2 + 1,100,90,4,40,Kombi,4,Eşyalı Değil,Kiracılı,Şişli,"12,000"
2 + 1,90,77,9,8,Merkezi (Pay Ölçer),13,Eşyalı Değil,Boş,Maltepe,"14,000"
2 + 1,110,85,5,2,Merkezi (Pay Ölçer),15,Eşyalı Değil,Boş,Sancaktepe,"7,250"
2 + 1,90,80,Bahçe Katı,2,Kombi,5,Eşyalı Değil,Boş,Beylikdüzü,"6,500"
3 + 1,120,115,2,9,Kombi,4,Eşyalı Değil,Boş,Eyüpsultan,"14,000"
3 + 1,115,90,9,Sıfır Bina,Kombi,10,Eşyalı Değil,Boş,Kadıköy,"28,000"
1 + 1,70,60,1,35,Kombi,4,Eşyalı Değil,Beşiktaş,"10,000",
2 + 1,90,85,4,31,Kombi,5,Uygun değil,40,Fatih,"7,000"
2 + 1,85,80,Yüksek Giriş,5,Kombi,3,Uygun değil,50,Sancaktepe,"7,250"
4 + 1,240,220,2,25,Kombi,4,Eşyalı,Kiracılı,Bakırköy,"45,000"
4 + 1,150,125,3,14,Kombi,3,Eşyalı Değil,Boş,Kadıköy,"32,500"
3 + 1,95,85,1,7,Kombi,6,Eşyalı Değil,Boş,Ataşehir,"7,500"
2 + 1,110,90,3,4,Kombi,4,2,20.000,Beylikdüzü,"8,000"
2 + 0,59,55,Bahçe Katı,20,Isıtma Yok,Eşyalı,2,Adalar,"25,000",
2 + 1,160,140,3,10,Kombi,5,Eşyalı Değil,Boş,Beyoğlu,"40,000"
2 + 1,200,150,Ara Kat,1,Merkezi (Pay Ölçer),30,Eşyalı Değil,Boş,Şişli,"40,000"
2 + 1,92,63,5,Sıfır Bina,Merkezi (Pay Ölçer),7,Eşyalı Değil,Boş,Silivri,"3,000"
2 + 1,80,70,2,26,Kombi,5,Eşyalı Değil,Beşiktaş,"9,000",
3 + 1,110,95,2,23,Kombi,3,Eşyalı,Boş,Şile,"9,000"
2 + 1,110,100,3,25,Merkezi,5,Eşyalı Değil,Kiracılı,Kağıthane,"9,450"
1 + 1,97,90,3,3,Merkezi,4,Eşyalı,Boş,Şişli,"37,500"
1 + 0,25,20,4,2,Kombi,6,Eşyalı,Boş,Beykoz,"8,000"
2 + 1,100,98,Giriş Katı,70,Kombi,7,Eşyalı,Boş,Beyoğlu,"20,000"
1 + 1,65,55,3,3,Kombi,4,Eşyalı Değil,Boş,Eyüpsultan,"9,500"
2 + 1,70,60,2,Sıfır Bina,Merkezi (Pay Ölçer),20,Uygun,Sıfır,Kağıthane,"16,000"
2 + 1,75,50,8,Sıfır Bina,Merkezi (Pay Ölçer),14,Eşyalı Değil,Boş,Kağıthane,"13,000"
3 + 1,150,130,Kot 3,15,Kombi,4,Eşyalı Değil,Boş,Büyükçekmece,"6,500"
1 + 1,80,60,1,8,Kombi,4,Eşyalı,Mülk Sahibi,Beşiktaş,"20,000"
1 + 1,90,68,10,5,Merkezi (Pay Ölçer),15,Eşyalı Değil,Boş,Sarıyer,"20,000"
1 + 1,80,60,6,20,Kombi,7,Eşyalı,Kiracılı,Şişli,"10,000"
2 + 1,120,110,3,17,Kombi,7,Eşyalı,Mülk Sahibi,Şişli,"20,000"
3 + 1,185,175,Bahçe Katı,24,Kombi,2,Eşyalı Değil,Kiracılı,Bakırköy,"16,000"
2 + 1,125,90,5,Sıfır Bina,Merkezi (Pay Ölçer),12,Eşyalı,Boş,Sarıyer,"35,000"
4 + 1,208,150,Ara Kat,4,Merkezi (Pay Ölçer),30,Eşyalı Değil,Boş,Başakşehir,"30,000"
2 + 1,90,80,3,25,Kombi,4,Eşyalı Değil,Boş,Esenler,"4,500"
3 + 1,110,100,Yüksek Giriş,11,Kombi,4,Eşyalı Değil,Boş,Küçükçekmece,"7,750"
2 + 1,95,90,4,4,Kombi,8,Eşyalı,2,Esenyurt,"11,000"
1 + 1,90,65,10,15,Kombi,7,Eşyalı Değil,Boş,Başakşehir,"7,000"
2 + 1,125,105,9,5,Merkezi (Pay Ölçer),28,Uygun değil,600,Başakşehir,"8,500"
2 + 1,100,85,1,40,Kombi,4,Eşyalı Değil,Boş,Bakırköy,"12,500"
1 + 0,30,25,1,5,Merkezi (Pay Ölçer),4,Uygun değil,Küçükçekmece,"6,000",
2 + 1,60,50,1,40,Kombi,2,Uygun değil,Boş,Fatih,"11,500"
1 + 1,60,55,En Üst Kat,45,Kombi,5,Eşyalı,Beyoğlu,"10,000",
3 + 1,110,95,2,Sıfır Bina,Merkezi (Pay Ölçer),4,Eşyalı Değil,Boş,Esenler,"12,000"
2 + 1,110,100,6,20,Kombi,6,Eşyalı Değil,Boş,Kağıthane,"9,500"
3 + 1,130,110,3,35,Kombi,5,Eşyalı Değil,Boş,Pendik,"6,500"
2 + 1,78,75,1,40,Kombi,3,Eşyalı Değil,Boş,Fatih,"7,500"
3 + 1,180,160,14,5,Merkezi (Pay Ölçer),16,Eşyalı Değil,Kiracılı,Üsküdar,"37,000"
2 + 1,105,100,2,30,Kombi,3,Eşyalı,Boş,Adalar,"15,000"
2 + 1,90,85,2,10,Kombi,3,Eşyalı Değil,Kiracılı,Kağıthane,"8,250"
2 + 1,125,115,4,7,Kombi,7,Eşyalı,Büyükçekmece,"10,000",
3 + 1,130,120,1,25,Kombi,5,Eşyalı Değil,Boş,Bahçelievler,"8,800"
2 + 1,85,80,Yüksek Giriş,22,Kombi,6,Eşyalı Değil,Boş,Şişli,"7,500"
1 + 1,65,60,4,20,Merkezi,5,Eşyalı,Şişli,"28,000",
1 + 1,90,80,Bahçe Katı,25,Kombi,3,Eşyalı Değil,Boş,Sarıyer,"9,000"
2 + 1,280,240,Bodrum ve Zemin,3,Yerden Isıtma,4,Eşyalı Değil,Mülk Sahibi,Sarıyer,"32,000"
2 + 1,85,80,Bahçe Katı,15,Kombi,4,Eşyalı Değil,"Güney, Doğu, Batı",Beykoz,"7,000"
1 + 1,90,60,4,5,Kombi,20,Eşyalı Değil,Kiracılı,Sarıyer,"30,000"
4 + 1,140,135,En Üst Kat,7,Kombi,5,Eşyalı,Boş,Kağıthane,"13,000"
3 + 1,130,110,5,Sıfır Bina,Merkezi (Pay Ölçer),6,Eşyalı Değil,Boş,Silivri,"6,900"
2 + 1,95,90,3,Sıfır Bina,Kombi,4,Eşyalı,Boş,Kağıthane,"11,000"
2 + 1,105,100,2,30,Merkezi,5,Eşyalı Değil,Boş,Güngören,"7,500"
3 + 1,100,90,Zemin,25,Kombi,3,Eşyalı Değil,Boş,Beykoz,"4,500"
2 + 1,80,70,Bahçe Katı,30,Merkezi (Pay Ölçer),5,Eşyalı Değil,Beşiktaş,"16,500",
1 + 0,50,45,1,16,Klima,6,Eşyalı,30.000,Şişli,"15,000"
3 + 1,180,175,6,16,Kombi,15,Uygun değil,325,Beylikdüzü,"10,000"
4 + 1,270,225,4,10,Kombi,4,Eşyalı Değil,Mülk Sahibi,Eyüpsultan,"37,500"
2 + 1,75,65,Yüksek Giriş,11,Kombi,11,Eşyalı,Boş,Tuzla,"5,800"
2 + 1,75,70,Bahçe Katı,30,Kombi,5,Eşyalı Değil,Boş,Fatih,"5,000"
3 + 1,110,100,5,30,Kombi,6,Eşyalı Değil,Boş,Fatih,"9,000"
2 + 1,145,115,7,11,Kombi,23,Eşyalı Değil,Özyurtlar Ntepe,Esenyurt,"7,500"
3 + 1,120,100,2,35,Kombi,4,Eşyalı Değil,Boş,Kadıköy,"14,500"
2 + 1,160,140,Bahçe Katı,10,Kombi,4,Eşyalı Değil,Boş,Beşiktaş,"26,000"
2 + 1,90,80,1,33,Kombi,1,Eşyalı Değil,Kiracılı,Maltepe,"5,000"
1 + 1,85,65,14,5,Merkezi (Pay Ölçer),16,Eşyalı Değil,Boş,Sarıyer,"25,000"
2 + 1,90,80,1,40,Kombi,4,Eşyalı Değil,Boş,Kadıköy,"15,000"
2 + 1,130,110,6,3,Merkezi (Pay Ölçer),30,Eşyalı Değil,Sarıyer,"25,000",
2 + 1,75,70,Giriş Katı,30,Merkezi,5,Eşyalı,Beşiktaş,"17,500",
3 + 1,200,175,Çatı Katı,5,Kombi,2,Eşyalı Değil,Mülk Sahibi,Sarıyer,"25,000"
2 + 1,100,90,Bahçe Katı,25,Kombi,4,Eşyalı,Boş,Avcılar,"8,000"
2 + 1,95,80,5,5,Merkezi,15,Eşyalı Değil,Vaditepe,Başakşehir,"8,500"
1 + 0,50,45,1,5,Merkezi,4,Eşyalı,Boş,Ataşehir,"8,500"
1 + 0,50,45,1,25,Kombi,5,Eşyalı Değil,Boş,Şişli,"6,000"
2 + 1,100,90,4,31,Kombi,4,Eşyalı,Boş,Bakırköy,"18,000"
2 + 1,90,85,Ara Kat,8,Kombi,4,Eşyalı Değil,Boş,Kağıthane,"9,300"
2 + 1,100,95,2,22,Kombi,6,Eşyalı Değil,Boş,Küçükçekmece,"6,000"
2 + 1,90,75,4,Sıfır Bina,Merkezi,6,Eşyalı Değil,Boş,Silivri,"4,250"
2 + 1,120,100,En Üst Kat,31,Kombi,5,Eşyalı Değil,Boş,Beyoğlu,"16,000"
2 + 1,110,105,Ara Kat,Sıfır Bina,Kombi,4,Eşyalı Değil,Boş,Arnavutköy,"4,500"
2 + 1,146,140,9,5,Merkezi (Pay Ölçer),15,Eşyalı Değil,Boş,Sarıyer,"25,000"
