0,1,2,3,4,5,6,7,8,9,10
3 + 1,130,125,2,30,Kombi,5,Eşyalı Değil,Boş,Güngören,"7,000"
3 + 1,97,90,Bahçe Katı,3,Merkezi (Pay Ölçer),4,Eşyalı Değil,Boş,Sarıyer,"24,000"
3 + 1,210,186,Ara Kat,14,Merkezi (Pay Ölçer),42,Eşyalı Değil,Boş,Sarıyer,"45,000"
3 + 1,130,120,4,4,Kombi,5,Eşyalı Değil,50,Bahçelievler,"9,000"
3 + 1,175,160,12,10,Merkezi (Pay Ölçer),30,Eşyalı,Boş,Sarıyer,"40,000"
2 + 1,90,85,2,33,Kombi,5,Eşyalı,Boş,Güngören,"8,000"
3 + 1,140,120,1,40,Merkezi,5,Eşyalı Değil,Mülk Sahibi,Beşiktaş,"35,000"
3 + 1,160,150,3,30,Kombi,5,Eşyalı Değil,Boş,Avcılar,"7,000"
2 + 1,100,95,5,45,Kombi,5,Eşyalı Değil,Boş,Fatih,"8,000"
4 + 1,250,200,4,Sıfır Bina,Merkezi (Pay Ölçer),4,Eşyalı Değil,Boş,Maltepe,"18,750"
2 + 1,85,80,Ara Kat,3,Merkezi (Pay Ölçer),18,Eşyalı Değil,Boş,Kağıthane,"12,000"
2 + 1,60,57,5,Sıfır Bina,Merkezi,22,Eşyalı Değil,Boş,Kağıthane,"13,000"
3 + 1,208,173,7,11,Kombi,7,Uygun değil,Kiracılı,Büyükçekmece,"22,000"
3 + 1,175,160,15,4,Merkezi (Pay Ölçer),32,2,"Kuzey, Güney, Doğu, Batı",Sarıyer,"40,000"
1 + 1,65,50,En Üst Kat,5,Merkezi (Pay Ölçer),42,Eşyalı,"Kuzey, Güney, Doğu, Batı",Sarıyer,"26,500"
31 + 1,257,220,8,3,Yerden Isıtma,15,Eşyalı Değil,Boş,Kağıthane,"25,000"
5 + 1,190,180,4,11,Kombi,4,Eşyalı Değil,Evet (Site Adı Belirtilmemiş),Sancaktepe,"10,000"
1 + 1,85,80,Ara Kat,Sıfır Bina,Merkezi (Pay Ölçer),3,Eşyalı,Boş,Eyüpsultan,"22,000"
2 + 1,85,80,Ara Kat,26,Kombi,6,Eşyalı,Kiracılı,Şişli,"17,000"
2 + 1,110,90,8,21,Merkezi (Pay Ölçer),8,Uygun değil,Güney,Ataşehir,"10,000"
4 + 1,170,160,4,35,Merkezi,5,Eşyalı Değil,Boş,Bakırköy,"23,750"
2 + 1,85,80,2,31,Kombi,4,Eşyalı,Kiracılı,Beyoğlu,"19,800"
2 + 1,177,120,9,Sıfır Bina,Merkezi (Pay Ölçer),20,Uygun değil,"Kuzey, Güney, Doğu, Batı",Avcılar,"14,000"
2 + 1,115,95,21 ve üzeri,3,Kombi,25,Uygun değil,Güney,Esenyurt,"7,000"
3 + 1,125,115,4,35,Merkezi,5,Eşyalı Değil,Boş,Beşiktaş,"14,000"
3 + 1,180,115,Ara Kat,Sıfır Bina,Merkezi (Pay Ölçer),8,Eşyalı Değil,Boş,Kağıthane,"42,000"
3 + 1,150,110,6,30,Merkezi,6,Eşyalı Değil,250,Kadıköy,"16,000"
5 + 2,240,210,3,17,Kombi,3,Eşyalı Değil,Boş,Büyükçekmece,"12,000"
2 + 1,150,132,Çatı Katı,8,Merkezi (Pay Ölçer),4,Eşyalı,Boş,Sarıyer,"32,000"
2 + 1,120,110,1,20,Kombi,8,Eşyalı Değil,Evet (Site Adı Belirtilmemiş),Kağıthane,"10,000"
1 + 1,75,70,4,25,Kombi,4,Eşyalı Değil,150,Beyoğlu,"14,000"
2 + 1,90,85,Yüksek Giriş,30,Kombi,4,Eşyalı Değil,Kiracılı,Şişli,"8,000"
3 + 1,140,125,5,29,Kombi,7,Eşyalı Değil,Kiracılı,Sarıyer,"19,000"
4 + 1,280,260,Ara Kat,28,Merkezi,3,Eşyalı Değil,Boş,Bakırköy,"30,000"
2 + 1,89,68,2,1,Kombi,10,Eşyalı Değil,Boş,Kadıköy,"15,000"
1 + 1,85,48,10,7,Merkezi (Pay Ölçer),20,Eşyalı,Boş,Sarıyer,"23,750"
3 + 1,170,160,1,27,Merkezi,5,Eşyalı Değil,Mülk Sahibi,Beşiktaş,"40,000"
4 + 2,175,165,Çatı Katı,4,Kombi,5,Uygun değil,100,Sultanbeyli,"8,000"
2 + 1,115,110,5,38,Kombi,6,Eşyalı Değil,Boş,Bahçelievler,"6,500"
1 + 1,85,80,Bahçe Katı,18,Kombi,5,Eşyalı Değil,"Doğu, Batı",Şişli,"11,250"
3 + 1,135,125,Bahçe Katı,16,Kombi,8,Eşyalı Değil,Boş,Başakşehir,"8,500"
2 + 1,103,80,5,13,Merkezi (Pay Ölçer),18,Eşyalı Değil,Boş,Küçükçekmece,"11,500"
2 + 1,105,90,Ara Kat,30,Kombi,6,Eşyalı,Boş,Bağcılar,"9,000"
2 + 1,80,70,Yüksek Giriş,6,Kombi,5,Eşyalı Değil,Boş,Ataşehir,"8,500"
3 + 1,130,125,1,10,Kombi,4,Eşyalı Değil,Boş,Sancaktepe,"6,500"
1 + 1,60,50,7,Sıfır Bina,Merkezi (Pay Ölçer),18,Eşyalı Değil,Boş,Bahçelievler,"13,000"
1 + 1,80,65,2,3,Merkezi (Pay Ölçer),10,Eşyalı Değil,Kiracılı,Şişli,"10,000"
3 + 1,130,120,4,35,Merkezi,4,Eşyalı Değil,Kiracılı,Beşiktaş,"20,000"
4 + 1,180,160,9,28,Merkezi,11,Eşyalı Değil,Kiracılı,Kadıköy,"21,000"
2 + 1,154,125,12,6,Merkezi (Pay Ölçer),12,Eşyalı,Boş,Başakşehir,"23,000"
2 + 1,125,101,9,1,Merkezi (Pay Ölçer),13,Eşyalı,Boş,Sarıyer,"35,000"
2 + 1,110,90,15,3,Merkezi (Pay Ölçer),20,Eşyalı,Boş,Başakşehir,"25,000"
3 + 2,162,140,3,12,Kombi,3,Eşyalı,Boş,Kağıthane,"20,000"
3 + 1,155,140,2,27,Merkezi,6,Eşyalı Değil,Kiracılı,Beşiktaş,"25,000"
2 + 1,88,87,Giriş Katı,8,Kombi,5,Eşyalı Değil,Boş,Bahçelievler,"5,500"
2 + 1,90,70,8,Sıfır Bina,Merkezi (Pay Ölçer),14,Eşyalı Değil,Boş,Kağıthane,"20,000"
1 + 1,55,50,1,Sıfır Bina,Kombi,4,Eşyalı Değil,Boş,Şişli,"9,000"
3 + 1,150,135,3,16,Kombi,3,Eşyalı Değil,Boş,Beykoz,"8,000"
3 + 1,110,100,Ara Kat,46,Merkezi,7,Eşyalı Değil,900,Beşiktaş,"24,000"
2 + 1,115,90,2,Sıfır Bina,Merkezi,5,Eşyalı Değil,Boş,Silivri,"5,000"
2 + 1,125,110,3,6,Kombi,3,Eşyalı Değil,Boş,Bağcılar,"9,000"
2 + 1,125,110,6,15,Kombi,12,Eşyalı,Boş,Beylikdüzü,"7,750"
3 + 1,165,155,Bahçe Katı,11,Kombi,4,Uygun değil,Park Royal 555,Eyüpsultan,"25,000"
3 + 1,175,140,2,12,Kombi,3,Eşyalı Değil,Boş,Başakşehir,"20,000"
3 + 1,135,110,1,5,Yerden Isıtma,4,Uygun değil,Güney,Eyüpsultan,"18,500"
1 + 1,68,44,3,5,Merkezi (Pay Ölçer),8,Eşyalı Değil,Boş,Sancaktepe,"6,500"
3 + 1,130,120,Ara Kat,7,Kombi,10,Eşyalı Değil,Boş,Beylikdüzü,"7,750"
2 + 1,90,75,Ara Kat,4,Kombi,3,Eşyalı Değil,Boş,Küçükçekmece,"8,000"
2 + 1,100,80,2,40,Kombi,3,Eşyalı Değil,Boş,Kadıköy,"10,500"
2 + 1,100,90,2,25,Kombi,8,Eşyalı,Boş,Şişli,"11,000"
3 + 1,140,125,Ara Kat,12,Kombi,5,Eşyalı,Kiracılı,Sultangazi,"7,500"
3 + 1,115,110,2,23,Kombi,6,Eşyalı Değil,Mülk Sahibi,Bahçelievler,"9,500"
3 + 1,180,170,1,25,Kombi,5,Eşyalı Değil,Boş,Üsküdar,"11,000"
2 + 1,75,60,Giriş Katı,35,Kombi,4,Eşyalı Değil,Kiracılı,Bahçelievler,"7,000"
2 + 1,78,65,4,5,Kombi,11,Eşyalı Değil,30.000,Kağıthane,"15,000"
2 + 1,140,130,3,25,Merkezi,5,Eşyalı Değil,Boş,Beşiktaş,"20,000"
2 + 1,85,75,2,Sıfır Bina,Kombi,5,Eşyalı Değil,Boş,Küçükçekmece,"11,000"
2 + 1,147,120,Ara Kat,25,Kombi,8,Eşyalı Değil,Boş,Başakşehir,"7,800"
2 + 1,101,75,3,14,Kombi,8,Eşyalı Değil,Boş,Çekmeköy,"9,000"
1 + 1,110,80,Bahçe Katı,1,Merkezi (Pay Ölçer),4,Eşyalı,Boş,Beşiktaş,"23,000"
1 + 1,65,55,Ara Kat,5,Kombi,15,Eşyalı,Evet (Site Adı Belirtilmemiş),Avcılar,"12,000"
1 + 1,80,70,Ara Kat,50,Kombi,3,Eşyalı,20.000,Beyoğlu,"20,000"
3 + 1,145,120,Ara Kat,29,Kombi,9,Eşyalı Değil,Boş,Maltepe,"12,000"
2 + 1,115,85,15,5,Merkezi (Pay Ölçer),31,Eşyalı Değil,Kiracılı,Ataşehir,"15,000"
5 + 2,350,280,13,16,Kombi,14,Uygun değil,200,Beylikdüzü,"10,750"
3 + 1,210,180,Kot 2,26,Merkezi,3,Eşyalı,Boş,Kadıköy,"40,000"
3 + 1,150,124,5,16,Kombi,8,Eşyalı Değil,Boş,Çekmeköy,"16,000"
2 + 1,85,80,3,7,Kombi,5,Eşyalı,Boş,Kağıthane,"14,000"
2 + 1,120,95,Giriş Katı,35,Kombi,3,Eşyalı,Boş,Adalar,"25,000"
3 + 1,180,115,Ara Kat,4,Merkezi (Pay Ölçer),23,Eşyalı Değil,1.011,Kadıköy,"23,000"
2 + 1,121,100,Bahçe Katı,4,Merkezi (Pay Ölçer),9,Eşyalı Değil,900,Başakşehir,"12,000"
3 + 1,170,150,Ara Kat,25,Kombi,6,Eşyalı Değil,Boş,Bahçelievler,"12,000"
2 + 1,127,100,Bahçe Katı,10,Kombi,6,Eşyalı Değil,Boş,Sancaktepe,"9,250"
2 + 1,115,85,10,Sıfır Bina,Merkezi (Pay Ölçer),13,Eşyalı Değil,Boş,Kağıthane,"16,000"
2 + 1,90,81,3,40,Kombi,5,Eşyalı,Boş,Fatih,"9,000"
3 + 1,145,135,2,16,Kombi,4,Eşyalı Değil,Boş,Kartal,"6,000"
3 + 2,200,135,3,5,Kombi,3,Uygun değil,100,Maltepe,"12,750"
3 + 1,185,120,16,10,Merkezi (Pay Ölçer),20,Eşyalı,Boş,Bayrampaşa,"21,000"
2 + 1,74,70,2,4,Kombi,6,Eşyalı,Boş,Şişli,"30,000"
4 + 1,180,160,12,40,Merkezi (Pay Ölçer),15,Eşyalı Değil,Boş,Beşiktaş,"20,000"
2 + 1,118,57,14,Sıfır Bina,Merkezi (Pay Ölçer),17,Uygun değil,"Güney, Doğu",Bakırköy,"17,000"
4 + 1,250,240,2,25,Kombi,3,Eşyalı Değil,300,Bakırköy,"35,000"
3 + 1,257,220,8,3,Yerden Isıtma,15,Eşyalı Değil,Boş,Kağıthane,"25,000"
1 + 1,85,59,Ara Kat,8,Yerden Isıtma,20,Eşyalı Değil,Boş,Sarıyer,"20,000"
4 + 1,380,270,21 ve üzeri,5,Merkezi (Pay Ölçer),30,Eşyalı Değil,Boş,Avcılar,"25,000"
1 + 1,65,45,3,1,Kombi,5,Eşyalı Değil,Boş,Küçükçekmece,"10,000"
1 + 1,60,50,3,3,Merkezi (Pay Ölçer),3,Eşyalı,Boş,Başakşehir,"11,000"
3 + 1,155,145,Ara Kat,Sıfır Bina,Kombi,5,Eşyalı,Boş,Beylikdüzü,"9,000"
3 + 1,200,170,1,40,Merkezi (Pay Ölçer),5,Eşyalı,Boş,Beşiktaş,"22,000"
1 + 1,120,104,Çatı Katı,14,Kombi,4,Eşyalı,Mülk Sahibi,Sarıyer,"25,000"
2 + 1,80,70,5,40,Kombi,5,Eşyalı Değil,Boş,Beşiktaş,"11,000"
3 + 1,125,120,En Üst Kat,29,Merkezi,3,Eşyalı,Boş,Beşiktaş,"27,000"
2 + 1,125,85,4,5,Merkezi (Pay Ölçer),6,Uygun değil,"Kuzey, Güney",Bağcılar,"16,000"
2 + 2,170,165,Çatı Katı,5,Kombi,4,Eşyalı Değil,"Kuzey, Güney, Doğu, Batı",Ataşehir,"10,999"
2 + 1,85,75,Kot 1,Sıfır Bina,Kombi,4,Eşyalı Değil,Boş,Pendik,"6,250"
3 + 1,150,130,Bahçe Katı,20,Kombi,3,Eşyalı Değil,Boş,Bakırköy,"20,000"
2 + 1,130,125,Giriş Katı,16,Kombi,6,Uygun değil,30,Avcılar,"7,000"
2 + 1,107,82,16,1,Yerden Isıtma,29,Eşyalı Değil,Boş,Ümraniye,"12,000"
2 + 1,100,90,2,5,Kombi,5,Eşyalı Değil,Boş,Şişli,"18,000"
2 + 1,100,85,15,10,Merkezi (Pay Ölçer),22,Eşyalı,Boş,Başakşehir,"12,000"
1 + 1,77,65,2,Sıfır Bina,Merkezi (Pay Ölçer),6,Uygun değil,"Kuzey, Güney, Doğu",Şişli,"18,000"
1 + 1,80,75,8,3,Kombi,9,Eşyalı,Belirtilmemiş,Maltepe,"14,900"
3 + 1,120,103,4,32,Merkezi,5,Uygun,İkinci El,Beşiktaş,"30,000"
1 + 1,86,60,10,10,Merkezi (Pay Ölçer),12,Eşyalı,Boş,Avcılar,"10,250"
2 + 1,110,109,Bahçe Katı,4,Kombi,6,Uygun değil,80,Esenyurt,"3,700"
1 + 1,65,55,3,4,Merkezi (Pay Ölçer),11,Eşyalı Değil,Boş,Esenyurt,"5,000"
2 + 1,95,90,3,3,Kombi,6,Eşyalı,Boş,Esenyurt,"5,500"
3 + 1,140,95,5,Sıfır Bina,Yerden Isıtma,12,Eşyalı Değil,Boş,Sancaktepe,"12,500"
3 + 1,106,85,En Üst Kat,30,Kombi,4,Eşyalı Değil,Boş,Küçükçekmece,"7,000"
1 + 1,70,60,9,10,Merkezi (Pay Ölçer),18,Eşyalı Değil,Boş,Kartal,"7,500"
3 + 1,130,110,3,Sıfır Bina,Merkezi (Pay Ölçer),4,Eşyalı Değil,Boş,Maltepe,"22,300"
3 + 1,150,140,5,25,Kombi,6,Eşyalı,Şişli,"31,000",
2 + 1,125,95,6,5,Kombi,24,Eşyalı Değil,Boş,Esenyurt,"7,500"
3 + 1,160,150,4,15,Merkezi,6,Eşyalı Değil,Boş,Beyoğlu,"45,000"
3 + 1,150,145,5,21,Kombi,5,Uygun değil,50,Avcılar,"10,000"
2 + 1,145,140,Yüksek Giriş,20,Kombi,3,Eşyalı Değil,Boş,Beykoz,"8,250"
3 + 1,150,140,4,25,Kombi,5,Eşyalı Değil,Boş,Avcılar,"7,200"
3 + 1,150,130,Bahçe Katı,20,Kombi,3,Eşyalı Değil,Boş,Bakırköy,"20,000"
2 + 1,80,75,4,3,Kombi,9,Eşyalı,Boş,Eyüpsultan,"21,000"
3 + 1,110,95,4,25,Kombi,5,Eşyalı,Boş,Güngören,"8,000"
1 + 1,72,70,16,5,Merkezi (Pay Ölçer),19,Eşyalı,Kiracılı,Küçükçekmece,"13,500"
3 + 1,180,135,7,8,Merkezi (Pay Ölçer),10,Eşyalı Değil,2.500,Sarıyer,"45,000"
2 + 1,85,65,7,Sıfır Bina,Merkezi (Pay Ölçer),8,Uygun değil,"Kuzey, Güney, Doğu, Batı",Maltepe,"11,250"
2 + 1,95,90,4,35,Kombi,5,Eşyalı Değil,Boş,Küçükçekmece,"6,250"
3 + 1,160,140,Kot 1,25,Merkezi (Pay Ölçer),9,Eşyalı Değil,Şişli,"29,000",
3 + 1,115,105,3,Sıfır Bina,Kombi,4,Eşyalı Değil,Boş,Çekmeköy,"9,500"
2 + 1,190,185,4,1,Merkezi (Pay Ölçer),5,Uygun değil,2.9,Sarıyer,"31,000"
3 + 1,145,130,Ara Kat,19,Kombi,4,Eşyalı Değil,Boş,Büyükçekmece,"6,800"
4 + 1,180,155,En Üst Kat,45,Merkezi,4,Eşyalı Değil,Doğalgaz,Kadıköy,"34,000"
3 + 1,176,146,6,25,Merkezi,8,Eşyalı Değil,Kiracılı,Beylikdüzü,"12,000"
2 + 1,145,118,Ara Kat,Sıfır Bina,Kombi,6,Eşyalı Değil,Boş,Büyükçekmece,"8,500"
2 + 1,120,100,1,50,Merkezi (Pay Ölçer),5,Eşyalı,Kiracılı,Beyoğlu,"21,000"
1 + 1,45,40,1,30,Soba,2,Eşyalı Değil,Mülk Sahibi,Üsküdar,"4,750"
2 + 1,100,85,3,28,Kombi,3,Eşyalı Değil,Boş,Sarıyer,"6,250"
2 + 1,120,115,Ara Kat,5,Kombi,6,1,Esenyurt,"5,000",
2 + 1,100,75,1,49,Kombi,5,Eşyalı Değil,Boş,Şişli,"7,500"
2 + 1,90,80,2,30,Kombi,3,Eşyalı Değil,Boş,Sarıyer,"8,000"
2 + 1,110,95,1,11,Kombi,3,Eşyalı,Şile,"8,500",
1 + 1,85,80,1,12,Doğalgaz Sobası,3,Eşyalı Değil,Boş,Kağıthane,"5,500"
1 + 1,65,57,9,20,Merkezi,9,Eşyalı,Kiracılı,Küçükçekmece,"6,500"
2 + 1,105,90,3,15,Kombi,3,Eşyalı Değil,Boş,Ümraniye,"5,500"
1 + 1,60,55,Yüksek Giriş,9,Kombi,3,Eşyalı Değil,Boş,Esenyurt,"4,500"
5 + 1,360,350,En Üst Kat,20,Kombi,4,Eşyalı Değil,Boş,Fatih,"25,000"
2 + 1,85,80,2,Sıfır Bina,Kombi,3,Eşyalı Değil,Boş,Küçükçekmece,"6,500"
3 + 1,120,110,3,30,Kombi,5,Eşyalı Değil,Boş,Bahçelievler,"7,000"
3 + 1,95,85,5,40,Merkezi,5,Eşyalı Değil,Boş,Güngören,"8,750"
2 + 1,90,80,Yarı Bodrum,30,Kombi,5,Eşyalı,Boş,Şişli,"10,000"
2 + 1,85,80,2,10,Kombi,3,Eşyalı Değil,Kiracılı,Ataşehir,"9,000"
3 + 1,140,135,2,31,Kombi,5,Eşyalı Değil,Boş,Şişli,"12,950"
2 + 1,70,65,1,50,Kombi,4,Eşyalı Değil,Boş,Şişli,"13,000"
3 + 1,130,115,2,45,Merkezi,4,Eşyalı Değil,Boş,Kadıköy,"17,500"
3 + 1,200,150,Bahçe Katı,4,Merkezi,3,Uygun değil,Mülk Sahibi,Sarıyer,"38,000"
3 + 1,150,130,1,11,Kombi,6,2,Şişli,"32,500",
3 + 1,150,116,11,1,Merkezi (Pay Ölçer),11,Uygun değil,Mülk Sahibi,Kadıköy,"34,000"
3 + 1,175,125,5,4,Merkezi (Pay Ölçer),11,Eşyalı Değil,850,Kadıköy,"34,000"
1 + 1,83,55,12,5,Merkezi (Pay Ölçer),30,Uygun değil,950,Başakşehir,"12,000"
1 + 1,65,55,1,23,Merkezi,5,Eşyalı,Boş,Küçükçekmece,"7,000"
3 + 1,120,110,2,30,Kombi,5,Eşyalı Değil,Boş,Bayrampaşa,"7,500"
3 + 1,130,115,1,25,Kombi,4,Eşyalı Değil,Boş,Küçükçekmece,"6,000"
2 + 1,120,115,4,25,Kombi,5,Eşyalı Değil,Boş,Kağıthane,"9,500"
2 + 1,110,100,1,Sıfır Bina,Kombi,5,Eşyalı,Boş,Beşiktaş,"29,000"
4 + 1,230,210,Bahçe Katı,15,Kombi,4,Eşyalı,Boş,Bakırköy,"36,000"
2 + 1,75,70,Ara Kat,30,Kombi,4,Eşyalı,Boş,Zeytinburnu,"7,000"
1 + 1,48,35,Kot 2,7,Merkezi (Pay Ölçer),33,Eşyalı Değil,Boş,Sarıyer,"12,000"
3 + 1,150,130,12,30,Merkezi (Pay Ölçer),17,Eşyalı,Boş,Kadıköy,"20,000"
1 + 1,70,60,3,8,Merkezi (Pay Ölçer),10,1,Sultanbeyli,"6,000",
3 + 1,110,108,7,16,Kombi,15,Eşyalı Değil,Boş,Ümraniye,"11,500"
2 + 1,85,80,Ara Kat,1,Kombi,4,Eşyalı Değil,Boş,Şişli,"8,000"
2 + 1,110,100,4,40,Kombi,4,Eşyalı Değil,Boş,Şişli,"10,000"
3 + 1,132,117,2,28,Merkezi,5,Eşyalı Değil,Boş,Beşiktaş,"20,000"
3 + 1,177,150,2,3,Merkezi (Pay Ölçer),25,Uygun değil,750,Başakşehir,"14,000"
1 + 1,50,45,Yüksek Giriş,38,Klima,5,Eşyalı,Boş,Fatih,"4,500"
2 + 1,85,75,1,15,Kombi,3,Eşyalı,Boş,Kağıthane,"15,000"
2 + 1,85,80,4,25,Kombi,5,Eşyalı,Boş,Şişli,"9,000"
3 + 1,165,150,Yüksek Giriş,45,Merkezi,5,Eşyalı Değil,Boş,Beşiktaş,"35,000"
3 + 1,120,100,1,20,Kombi,4,1,14.200,Üsküdar,"7,100"
3 + 1,145,125,11,16,Kombi,11,Uygun değil,Boş,Esenyurt,"10,000"
3 + 1,155,145,1,21,Kombi,4,Eşyalı Değil,Boş,Avcılar,"7,000"
2 + 1,90,85,3,20,Kombi,5,Eşyalı Değil,Batı,Eyüpsultan,"6,500"
3 + 1,140,120,1,24,Kombi,5,Eşyalı Değil,Boş,Maltepe,"9,000"
3 + 1,160,150,Ara Kat,35,Merkezi,9,Eşyalı Değil,Boş,Beşiktaş,"22,000"
2 + 1,100,90,3,25,Kombi,4,Eşyalı Değil,Boş,Üsküdar,"9,250"
2 + 1,130,110,4,Sıfır Bina,Merkezi,6,Eşyalı Değil,Boş,Silivri,"7,250"
2 + 1,115,90,1,Sıfır Bina,Merkezi (Pay Ölçer),3,1,"Kuzey, Güney, Doğu, Batı",Üsküdar,"12,000"
3 + 1,165,145,10,25,Kombi,11,Eşyalı Değil,Boş,Maltepe,"8,500"
3 + 1,80,75,5,5,Merkezi (Pay Ölçer),15,Uygun değil,1.5,Kağıthane,"13,500"
1 + 1,80,70,Bahçe Katı,25,Merkezi,5,Eşyalı Değil,Kiracılı,Beşiktaş,"15,000"
4 + 1,280,250,En Üst Kat,20,Kombi,2,Eşyalı Değil,Boş,Sarıyer,"40,000"
2 + 1,90,70,12,Sıfır Bina,Merkezi (Pay Ölçer),14,Eşyalı Değil,Boş,Beşiktaş,"13,500"
1 + 0,60,47,8,5,Merkezi (Pay Ölçer),24,1,Doğalgaz,Ataşehir,"14,500"
2 + 1,100,90,4,5,Kombi,4,Eşyalı,Kat Mülkiyeti,Avcılar,"12,500"
3 + 1,130,105,12,26,Merkezi (Pay Ölçer),15,Uygun değil,380,Kadıköy,"13,250"
3 + 1,100,95,1,25,Kombi,5,Eşyalı Değil,Boş,Şişli,"11,500"
2 + 1,68,58,Ara Kat,20,Kombi,10,Eşyalı Değil,Boş,Başakşehir,"7,000"
2 + 1,80,75,Yarı Bodrum,18,Kombi,5,Eşyalı Değil,26.500,Şişli,"13,250"
4 + 2,200,199,5,2,Merkezi (Pay Ölçer),5,Uygun değil,150,Bahçelievler,"14,000"
3 + 1,141,115,Yüksek Giriş,23,Merkezi,8,Eşyalı Değil,Boş,Beylikdüzü,"10,000"
1 + 1,45,38,3,2,Merkezi (Pay Ölçer),5,Eşyalı,Boş,Şişli,"16,000"
1 + 1,75,70,Bahçe Katı,3,Kombi,5,Eşyalı Değil,Boş,Zeytinburnu,"4,500"
1 + 0,45,32,Ara Kat,3,Merkezi (Pay Ölçer),12,Eşyalı,Boş,Kağıthane,"15,750"
2 + 1,110,100,3,30,Kombi,4,Eşyalı Değil,Boş,Beykoz,"8,500"
2 + 1,75,60,2,55,Kombi,4,Eşyalı Değil,Kiracılı,Beşiktaş,"16,000"
1 + 1,65,63,9,11,Merkezi (Pay Ölçer),18,Uygun değil,Batı,Küçükçekmece,"8,750"
2 + 1,95,80,Teras Katı,5,Kombi,3,Eşyalı Değil,Boş,Avcılar,"6,200"
1 + 1,70,50,10,5,Merkezi (Pay Ölçer),30,Uygun değil,Kristalşehir,Esenyurt,"7,500"
3 + 1,110,98,5,Sıfır Bina,Merkezi (Pay Ölçer),6,Eşyalı Değil,Boş,Esenler,"10,000"
4 + 2,202,155,En Üst Kat,16,Kombi,4,Eşyalı Değil,Boş,Üsküdar,"25,000"
5 + 1,165,150,2,20,Kombi,2,Eşyalı,Boş,Beykoz,"3,000"
2 + 1,87,70,Ara Kat,5,Merkezi (Pay Ölçer),10,Eşyalı,Boş,Esenyurt,"7,500"
1 + 1,60,55,Kot 1,10,Kombi,7,Eşyalı,Boş,Kağıthane,"10,000"
2 + 1,95,80,14,6,Merkezi (Pay Ölçer),24,Eşyalı,Boş,Küçükçekmece,"20,000"
3 + 1,150,135,6,18,Kombi,6,Eşyalı Değil,Boş,Ataşehir,"8,750"
1 + 1,74,70,5,4,Kombi,6,Eşyalı,Boş,Beşiktaş,"25,000"
1 + 1,60,50,Yüksek Giriş,30,Doğalgaz Sobası,4,Eşyalı,Boş,Fatih,"6,000"
1 + 1,54,40,2,Sıfır Bina,Merkezi (Pay Ölçer),3,Eşyalı Değil,Boş,Küçükçekmece,"10,000"
2 + 1,90,75,14,5,Kombi,18,Uygun değil,950,Bağcılar,"10,000"
3 + 1,120,90,21 ve üzeri,15,Kombi,24,Eşyalı Değil,Kiracılı,Ataşehir,"17,000"
2 + 1,87,70,Ara Kat,3,Merkezi (Pay Ölçer),30,Eşyalı,Boş,Esenyurt,"10,500"
2 + 1,100,84,Yüksek Giriş,Sıfır Bina,Kombi,4,Eşyalı Değil,Boş,Bakırköy,"37,000"
3 + 1,210,180,1,21,Merkezi (Pay Ölçer),4,Eşyalı Değil,Mülk Sahibi,Sarıyer,"37,000"
2 + 1,110,90,Ara Kat,15,Kombi,4,Eşyalı,Boş,Eyüpsultan,"22,500"
3 + 1,145,135,4,45,Kombi,5,Eşyalı Değil,Kiracılı,Ümraniye,"10,000"
1 + 1,80,60,3,3,Merkezi (Pay Ölçer),16,Eşyalı,Boş,Başakşehir,"11,000"
2 + 1,120,110,Ara Kat,Sıfır Bina,Kombi,5,Eşyalı Değil,Boş,Beylikdüzü,"8,500"
1 + 1,100,65,5,5,Merkezi (Pay Ölçer),19,Uygun değil,"Kuzey, Güney",Bağcılar,"11,000"
4 + 1,240,220,Bahçe Katı,16,Merkezi (Pay Ölçer),5,Eşyalı Değil,Boş,Sarıyer,"26,000"
1 + 1,68,44,3,4,Merkezi (Pay Ölçer),8,Eşyalı Değil,Boş,Sancaktepe,"6,500"
1 + 1,85,75,5,5,Merkezi (Pay Ölçer),9,Uygun değil,450,Büyükçekmece,"10,000"
2 + 1,69,65,4,9,Merkezi (Pay Ölçer),9,Eşyalı Değil,Boş,Başakşehir,"6,200"
3 + 1,145,105,5,6,Kombi,7,Eşyalı Değil,Kiracılı,Kadıköy,"20,000"
2 + 1,110,100,5,5,Kombi,6,Eşyalı,Kiracılı,Şişli,"17,000"
2 + 1,115,100,18,3,Merkezi (Pay Ölçer),20,Eşyalı,Boş,Başakşehir,"25,000"
2 + 1,90,80,2,20,Kombi,5,Eşyalı Değil,8.500,Şişli,"8,500"
3 + 1,130,120,Yüksek Giriş,15,Kombi,7,Eşyalı,Boş,Şişli,"15,000"
2 + 1,110,85,3,3,Merkezi (Pay Ölçer),16,Eşyalı Değil,Boş,Başakşehir,"8,000"
3 + 1,155,120,5,12,Merkezi (Pay Ölçer),7,Eşyalı Değil,Boş,Beylikdüzü,"19,000"
3 + 1,120,100,4,Sıfır Bina,Merkezi,9,Eşyalı Değil,Boş,Bahçelievler,"15,000"
2 + 1,110,100,Ara Kat,58,Merkezi,7,Eşyalı Değil,Boş,Şişli,"23,000"
1 + 1,70,60,5,4,Kombi,12,Eşyalı Değil,Boş,Esenyurt,"4,750"
2 + 1,60,55,3,4,Kombi,5,Eşyalı Değil,Kiracılı,Ümraniye,"7,500"
